id,production_date,car_model,car_color,part_id,part_color,part_material,plant_location,temperature,humidity,pressure
93a0f7fe-21e6-4a95-b28d-6ac6c980edc2,4/21/2021,tC,Puce,8899931003,#38a4fe,Wood,China,58.3,60.07,1.3145
8ec42010-dc41-4203-b27e-9f3ce61ec129,4/20/2021,Sierra,Fuscia,9238234884,#138d1e,Steel,China,94.7,86.79,1.7885
82731f49-04e7-4286-8963-0513fc05e1c6,4/13/2021,Caprice Classic,Violet,2766962298,#d98062,Plexiglass,China,100.4,84.48,1.4216
83fdec67-dcbc-4227-a63e-491538f31bf8,4/25/2021,Pajero,Pink,1503937720,#30a4e6,Steel,China,61.9,36.39,1.5709
93ca80d4-3141-42fb-a73b-616cf8a2e5f5,4/2/2021,Ranger,Crimson,9283526902,#7f57c9,Vinyl,China,38.4,54.91,1.2314
1f85339b-7bfc-4173-b770-49c955c1e4cb,4/16/2021,Fortwo,Maroon,9139613739,#42a8f1,Granite,China,24.5,79.6,1.9993
e725a9a1-08e4-48a7-8a73-a12acf6baaba,4/3/2021,Pilot,Goldenrod,2350937844,#e89c43,Brass,China,6.5,2.55,1.7403
ab48d599-ba60-49e1-8d10-dcb70020e69c,4/5/2021,Prelude,Maroon,9035866703,#123542,Aluminum,China,50.0,95.61,1.3555
05346617-574e-4fa3-a582-f5116c863545,4/19/2021,E-Series,Puce,8620549820,#c6f812,Brass,Mexico,13.4,94.56,1.6607
05327a0e-d43c-4672-8c38-2b40343d64bd,4/3/2021,Econoline E150,Yellow,0184629683,#40e4e7,Rubber,China,8.3,83.23,1.1963
eb9a27f9-155b-4a5d-8c3d-1cbbf6f0e870,4/12/2021,Grand Prix,Crimson,4157785533,#a53d08,Stone,China,30.6,20.75,
1429ab9a-8d07-4281-9535-d7056a566128,4/16/2021,Contour,Red,3827305667,#0f7180,Rubber,China,70.5,5.45,1.9279
766ba88d-a8f2-42e7-badf-b7b09347b3c4,4/23/2021,Navigator L,Purple,4165398209,#225e62,Plexiglass,China,43.8,24.79,1.9159
3902ccab-462f-4e5a-8f72-45460b49a60e,4/12/2021,DTS,Red,5547491225,#7a1afb,Brass,United States,116.8,19.31,1.9291
2f22eb66-5413-4a22-a3a9-d93651ef9da7,4/6/2021,Golf,Purple,7523021085,#282840,Rubber,China,38.6,40.95,1.8403
ba37d441-832b-4a57-a442-5d1b7fa70d0d,4/26/2021,Talon,Aquamarine,8796752092,#234c5d,Vinyl,China,70.6,36.63,1.8866
b912edda-e4f9-443e-800d-35436227e928,4/22/2021,Fiero,Green,1996636480,#c64ded,Wood,China,68.3,49.01,1.5605
aa2c8c05-be5e-4b11-9dd7-19add64cdf4b,4/16/2021,Space,Mauv,1204612455,#5b6fbd,Wood,China,61.4,96.67,1.3029
77c4b7ed-8845-4047-846d-e428a2126eff,4/9/2021,Navigator L,Blue,9153364163,#1dce8e,Plexiglass,China,100.7,37.63,1.7014
7f8dc5a4-2450-4cc8-8aa4-72413dc1521d,4/23/2021,X5,Indigo,0452205972,#d98c8c,Aluminum,China,45.3,74.37,1.3003
05dd2d41-f066-4154-92f6-1e03d6ca2dea,4/12/2021,E-Series,Green,0227238397,#62dc5b,Glass,China,35.6,80.03,1.0015
b89b7c25-33db-4964-b382-9395f11859c4,4/7/2021,Golf,Goldenrod,7150261620,#5add31,Brass,China,93.7,78.69,1.1344
80012144-80a7-410e-9315-feee7c9a750a,4/1/2021,MKT,Mauv,5682264967,#3d2253,Plastic,China,,88.41,
a13308d3-2970-47d2-a3f0-8316828a2b35,4/16/2021,SJ 410,Fuscia,7436077295,#969a6f,Steel,Portugal,108.3,72.61,1.4581
97b5a71d-a48a-40e5-8676-6b27a24e6b9e,4/19/2021,Exige,Crimson,0314614176,#e9dfcf,Plexiglass,China,61.1,63.75,1.9797
8a27a4d3-973e-4095-bb1e-471282f92644,4/24/2021,Eclipse,Purple,8108131545,#2ab479,Brass,United States,111.1,18.68,1.6663
112a2f71-1e83-4e75-9674-91a8d240ab8c,4/28/2021,Achieva,Pink,4291116349,#e4d42e,Steel,China,28.9,54.29,1.1157
1233d24b-c8c6-4322-b658-37e30756ae5e,4/23/2021,Forester,Green,2900401887,#16f155,Brass,Mexico,84.8,77.61,1.4034
2ffaeb97-58d4-4964-b8a3-88b286bba80c,4/29/2021,Suburban,Orange,3039002805,#5fe4de,Plastic,China,53.6,72.28,1.8212
fcbf7927-1731-4dd7-a011-f90b52fa7ec4,4/7/2021,Cherokee,Turquoise,0241142733,#57ae2b,Stone,China,114.8,3.15,1.4818
f737137f-49d2-45bc-a2da-0e238c2d7025,4/23/2021,Corolla,Turquoise,2560565218,#8a2b43,Plastic,China,87.6,19.03,1.8311
85a4996a-f8dc-4320-8177-4c85189fb502,4/16/2021,Colt Vista,Mauv,8915153308,#f8205a,Steel,Portugal,61.4,8.13,1.0531
f56310e1-d725-40ff-a26c-58084cc13785,4/22/2021,Excursion,Orange,5019456195,#6ca9dc,Granite,Mexico,111.7,39.17,1.8049
a7558f12-ed60-4fba-a0f6-7e77211cb9f1,4/3/2021,Viper RT/10,Pink,0037840460,#4344de,Aluminum,Portugal,103.8,98.68,1.263
dbcbe9b4-eb34-4ef4-b2e6-8bdc1c9f48ac,4/20/2021,Colorado,Orange,2797475356,#2b7b2f,Steel,China,43.6,10.73,
82864ee2-6a65-46a9-a4af-ceece2d2d6bd,4/23/2021,Mighty Max,Yellow,8021139110,#a3b9c1,Aluminum,Portugal,2.0,27.11,1.0135
39828c5c-0385-42cc-8be7-8b06479f6f4d,4/20/2021,Passat,Teal,6070909119,#b40a03,Glass,Portugal,115.4,7.01,1.8489
fd6ee8bd-047d-4253-9772-f8f9d61eea62,4/26/2021,626,Green,7190044299,#b4bee4,Vinyl,China,103.2,80.49,1.4635
fd82ff40-4364-4064-9031-8125c25de438,4/9/2021,Yukon XL 1500,Yellow,5065621993,#924563,Rubber,China,82.9,48.11,1.6079
d6495537-7eba-434f-8dd5-8ae247a4f89e,4/11/2021,600SEL,Fuscia,0580220001,#3a25ce,Plexiglass,China,45.4,59.76,1.7864
9871601c-bf89-4549-8a84-ed5f359af6fa,4/25/2021,Accord,Turquoise,1430969210,#7b6c31,Plexiglass,Portugal,8.4,84.96,1.3645
13fa790e-265b-4b83-b164-36376389ecc2,4/10/2021,S40,Goldenrod,7876818471,#f9603b,Vinyl,China,66.9,63.04,1.264
dc5ccf36-c338-4f21-8938-5c1b70d99966,4/28/2021,Celica,Indigo,1935922572,#6cb76e,Plexiglass,China,102.7,,1.9827
cd792ec2-7fbf-4229-83d2-9c78d8afb1d1,4/26/2021,Outlander,Khaki,5323203684,#ce177e,Granite,China,53.6,27.54,1.0766
303b5882-1280-4c88-9676-c2e7c98169f3,4/9/2021,Avalanche,Pink,3986626670,#aacf26,Steel,Germany,108.1,83.96,1.3026
23b6a32b-ff51-4c40-92d6-8323101fc85a,4/8/2021,S6,Maroon,7213868241,#c890af,Wood,China,,16.73,
9e0d4ea0-735c-40d1-8867-cbe85283cdb0,4/20/2021,Hombre,Fuscia,2611037310,#a8f97e,Rubber,China,6.6,,
e69897b0-44b0-413c-ac1a-569767d11310,4/2/2021,Explorer,Orange,0526467770,#370414,Vinyl,China,99.8,82.87,1.8424
34075a5a-a482-45ae-8fdc-9999ade0c910,4/3/2021,Freestar,Khaki,3074235063,#ec9b5a,Aluminum,China,42.1,30.12,1.0204
db5e2df4-f54b-4f6a-ae40-d68d3aec2be4,4/14/2021,Yukon XL,Khaki,7996167745,#4ae719,Vinyl,China,20.6,83.8,1.8732
2b5f8e2f-877c-4893-8e73-5cc4ffad685b,4/27/2021,E-Class,Turquoise,3451320002,#e87e50,Glass,Portugal,104.1,81.55,1.3932
82bc0cfc-b77b-4a8e-993e-094bb825e7b8,4/12/2021,F-Series,Fuscia,0708433308,#82c3d0,Stone,United States,71.9,69.37,1.6538
1ba1e36e-367f-43de-9d52-9f56a316eb9c,4/1/2021,Rodeo Sport,Green,9386456761,#e5d1ff,Vinyl,China,59.9,73.1,1.6915
ddfdbf08-ad87-4f1b-8447-4cf08e6648b2,4/1/2021,Cayenne,Purple,8643165883,#046690,Plexiglass,China,38.2,10.45,1.6558
f81e6cb0-024c-4fff-83a3-d6bc29944f52,4/6/2021,Elantra,Purple,4831478563,#1608d0,Brass,China,25.9,31.12,1.0356
321c26a8-b038-47c7-8cd8-c0494264a3c4,4/7/2021,1500 Club Coupe,Khaki,1213858623,#d4d7a0,Steel,China,100.0,87.72,
8533d176-a154-4c7b-be10-195cf81c92ab,4/28/2021,Crown Victoria,Goldenrod,2026931364,#3a0190,Plastic,China,85.4,80.44,1.9293
c1fc4820-77a1-47bd-82bb-44b7906c019e,4/18/2021,Venture,Goldenrod,3492344585,#4faf55,Granite,United States,91.0,71.89,1.8911
dfc7622f-06a4-4011-a53b-e67827c40aa5,4/15/2021,Pilot,Teal,3381369687,#b121ac,Plastic,China,26.0,99.52,1.4576
6a9279ec-063f-4ba6-9ccb-0a08f9df0fb5,4/4/2021,SLS AMG,Mauv,5761931818,#94a24d,Glass,China,87.2,89.71,1.6256
b0689f2b-7f5c-443b-adff-ef13fcae53bb,4/13/2021,Trooper,Indigo,9457341368,#28cd77,Wood,Portugal,2.6,66.23,
e6afa2aa-bb10-4d91-81e0-fed37ce0e3c1,4/19/2021,A6,Purple,2329382022,#a2ebe5,Stone,China,19.4,38.5,1.2197
7c140507-618c-458f-9eb8-427fc6c7fafb,4/27/2021,Tiburon,Fuscia,1361264152,#2d9e4d,Plexiglass,China,97.9,52.85,1.8601
8f9017ae-c65a-4f0f-9afa-d463b32547e7,4/24/2021,Sierra 3500,Violet,2768755605,#3a7d0d,Wood,China,83.7,22.9,1.1215
823f8a39-9fea-4ef2-83d3-6bf686857e9d,4/26/2021,Eldorado,Fuscia,2547886510,#8ec57b,Stone,China,57.8,66.95,1.8081
c24d4752-2c67-4e70-a618-c28529603f2a,4/10/2021,Venza,Indigo,1796027375,#26470f,Stone,China,89.2,48.29,1.469
571a70a6-6d35-499e-b0d5-8f026ee62079,4/12/2021,Spirit,Violet,7135454499,#cf31eb,Aluminum,China,19.5,27.56,1.7638
f090e794-1071-4d58-9a34-822e52d38108,4/16/2021,Continental GTC,Pink,7401453665,#0dd064,Brass,China,82.3,54.23,1.4875
41376ffe-3932-422b-bf32-e36461bfbf8a,4/27/2021,Wrangler,Crimson,2409604005,#50f53c,Plexiglass,China,81.6,60.52,1.6435
ad3f5d38-0c2c-4a11-87a0-4f2ab7f6f62c,4/8/2021,Neon,Goldenrod,5213366163,#f16cb3,Steel,China,88.5,37.0,1.2212
9f2bc5f1-fd9a-465c-821b-bbde10bdc5a7,4/3/2021,S10,Turquoise,4165319694,#83d96c,Brass,China,48.7,86.46,1.1938
0896904a-8e55-4c1a-b572-c4c3207a6ccf,4/6/2021,Impala,Indigo,8590504271,#208dc8,Glass,Portugal,11.2,60.29,1.7102
f7fa516e-76dd-463c-90df-f76fae72879b,4/11/2021,Tundra,Yellow,1938923499,#59f273,Granite,China,10.8,26.37,1.1054
24e0052d-9d76-4905-aeec-41740793fffd,4/28/2021,Amigo,Pink,6360636794,#00fe20,Brass,Portugal,120.0,63.73,1.597
b7b67053-57cb-49ab-bd50-c33925036b6d,4/24/2021,S-Class,Green,4979028187,#61d608,Rubber,China,96.2,18.54,1.1885
79a7b5d2-ee37-43e7-a84c-bdd9a8cb8d97,4/29/2021,F150,Puce,0842235450,#aacb8e,Glass,China,33.2,48.62,
89b3f7c5-b74a-4aef-9f2f-5e765063650a,4/25/2021,1 Series,Green,1535354178,#b142f1,Plexiglass,China,77.3,28.75,1.542
d12dbc48-5052-44d0-a6af-fb3112aa5329,4/17/2021,Astro,Green,7264708659,#51bfae,Wood,China,48.7,56.2,1.4821
32ad2767-a3c3-422c-be6b-b8c52a83a70a,4/21/2021,Legacy,Aquamarine,9205564524,#6d2023,Steel,China,84.3,6.78,1.2372
074284ad-fa31-4aec-9a41-afe42d8a67ae,4/14/2021,Sable,Goldenrod,2259865763,#6fa0ee,Steel,China,96.9,58.19,1.9711
8a53ce8e-a87a-40b4-b8bf-a12bc817fb14,4/11/2021,Cougar,Purple,0493808175,#119e99,Granite,Mexico,107.6,53.7,1.7644
f341ecb8-9f19-41a1-8a86-20219bcb7638,4/4/2021,Justy,Puce,4519969557,#474fd6,Aluminum,China,83.2,95.81,1.4962
624ed1aa-209c-4b04-9a38-68f4d389623b,4/12/2021,Corvette,Turquoise,4855565105,#abc951,Brass,China,34.5,20.47,1.4308
2176c73b-7f4e-46cc-a077-5830b97a29ab,4/1/2021,Biturbo,Teal,2353665810,#f7d91c,Plastic,China,112.0,45.44,1.7115
c0ce66b5-1a7f-4fa2-9047-f6e1c7d30c12,4/8/2021,E-Series,Yellow,0639435505,#bc0330,Plastic,China,28.2,51.33,1.5563
1cbcef1a-43ad-4fea-8dec-741540b77ffb,4/29/2021,X-Type,Blue,4421684686,#3a7bcf,Plexiglass,China,59.2,96.36,1.4237
bba2792c-c7c3-4b6f-81c8-c369d115ee72,4/24/2021,B-Series,Violet,7151285736,#cf6229,Steel,China,1.4,18.21,1.792
56f7f403-a223-4b81-b871-7a6a22ed78e7,4/12/2021,Cooper,Pink,8981994862,#45f2ba,Aluminum,China,70.8,54.71,1.344
0230a888-b6da-462b-a6b5-201b896bef35,4/7/2021,F-Series,Indigo,4192702770,#1a7f36,Vinyl,China,11.7,64.08,
4f5816c2-7033-49dc-8811-047fb577a271,4/26/2021,Wrangler,Puce,8821175995,#cacaa2,Steel,China,42.7,30.65,1.2209
bea59d64-d2bc-49e6-9161-84d224aac77d,4/21/2021,IS-F,Maroon,6220539753,#4f211f,Plastic,China,94.9,80.92,1.4116
b0673122-336f-472b-af60-272c704732ee,4/26/2021,Quest,Indigo,1490793933,#1c3064,Granite,China,89.7,52.47,1.9611
8f17557f-b4f0-49b2-a49a-97063b9ea633,4/28/2021,E-Class,Khaki,0709431651,#a22508,Plastic,China,16.9,14.72,
c321dfa8-ef23-4dfd-bf5a-849022322570,4/29/2021,Ridgeline,Pink,9514474848,#6c3810,Granite,China,44.9,98.69,1.0225
339976ac-0384-4c43-98b7-639799da7cc7,4/7/2021,Crown Victoria,Indigo,9370840133,#917fdc,Plastic,China,,30.19,1.8965
3f1bdb06-54fe-4336-8b7d-96d10ffa515f,4/28/2021,Grand Cherokee,Yellow,5727622034,#880eb4,Stone,China,87.5,71.92,
483fdeb6-2bfd-4a6c-936f-89361e4837c3,4/24/2021,Expedition,Mauv,7028772500,#80f91c,Vinyl,China,23.3,6.53,1.3637
34e60fdc-8588-4558-b68a-11dfc127f089,4/4/2021,Scirocco,Crimson,4347515677,#4ec99f,Granite,Portugal,92.1,43.64,1.0262
433ebacf-c8fc-4e03-9943-37393ca56cb3,4/1/2021,Town Car,Green,4460434598,#289b4c,Wood,China,50.2,23.95,1.7897
64373fff-461b-4aa0-9cb2-6165e3c72c9f,4/29/2021,CR-X,Pink,5820154711,#18443d,Stone,China,4.0,35.78,1.7294
73b9471a-d40c-4048-a613-d217647a5870,4/2/2021,Continental,Pink,5573782657,#92cec2,Plastic,China,53.8,25.1,1.5374
584220c8-4b5d-4a61-82d8-b0b1fc2b97be,4/16/2021,Pajero,Turquoise,0412979721,#729346,Vinyl,China,28.0,17.81,1.8553
55d11fe4-c19e-42b4-82db-98490947cbc8,4/12/2021,DeVille,Fuscia,1168244994,#8f3695,Vinyl,China,46.4,46.21,1.0398
ca37701f-7256-482f-afe6-fc61bf3c033a,4/22/2021,Express 1500,Pink,5860894058,#3cbdd1,Wood,Portugal,97.5,68.41,1.1476
0bf39dad-8eda-4efc-b64b-5d79fed655cd,4/24/2021,5 Series,Purple,3353554092,#fb6c5c,Granite,Germany,91.2,54.59,1.6768
4998176b-1810-449e-886c-0bfbb5d6ef37,4/6/2021,Silverado 3500,Red,9752099564,#996866,Vinyl,China,77.9,,1.9017
192c58d1-a348-422f-a049-a92284b31d5b,4/29/2021,S4,Blue,5395929096,#80b07d,Plexiglass,China,116.4,26.21,1.6806
6e7e9d03-3d3b-4f38-8812-3418b77abbda,4/2/2021,Suburban 1500,Maroon,4054741177,#768e72,Glass,Portugal,76.2,3.66,1.8437
19f53bff-252e-41a3-aa44-d9a31eb58708,4/2/2021,Silverado 2500,Purple,6713635741,#c28ca8,Vinyl,China,103.9,67.36,1.6166
bcd77d88-3523-4f7d-9bb9-e5f41903fca0,4/12/2021,Rendezvous,Teal,5767174202,#d9d425,Steel,China,77.3,43.85,1.2724
caf8814a-99dd-425d-8c50-5cbc5341b3cd,4/28/2021,Charger,Turquoise,3958561063,#9436e0,Plastic,China,100.0,77.96,1.1065
7f8019e6-942f-477b-8e7d-7b4e3e348470,4/1/2021,LS,Indigo,5022706148,#10994e,Granite,China,53.3,30.17,1.986
90c6ca33-9404-44e1-ae75-824455f50ead,4/3/2021,XR4Ti,Red,2367167265,#3c3d05,Plexiglass,United States,29.2,82.96,1.7458
29cba02d-7fd8-4481-9fc7-32b96ae9b9cb,4/6/2021,9-3,Purple,8241473370,#119a48,Vinyl,China,104.5,70.92,1.4452
f4cce11d-25ef-4930-936f-a5099b196e2e,4/11/2021,Sierra 3500,Teal,9573202026,#62727d,Wood,China,74.1,36.74,1.0472
ec73bd3f-f515-42f2-99f1-4bccdb363ee4,4/8/2021,QX,Indigo,7425954680,#b93452,Plexiglass,China,94.3,39.51,1.5408
b83f0a76-d0b9-429b-9933-0ebd9021368b,4/5/2021,Grand Cherokee,Red,2577690134,#fa9497,Brass,China,97.2,25.31,1.9929
ce303f45-2823-45b5-8f31-09cdbdb24f5b,4/15/2021,Sportage,Violet,9864193171,#ca930f,Steel,China,78.0,55.75,1.742
24fbb5c0-d7d6-4970-8e35-15b22516fca2,4/19/2021,9000,Turquoise,2306150230,#905660,Plastic,China,32.6,58.23,1.6807
75d7e432-899a-438b-ba43-341726e331fc,4/8/2021,Savana 3500,Khaki,6510213990,#223f47,Plastic,United States,17.7,22.1,1.687
1144294e-cabd-4bcd-96d2-6137eec3537f,4/13/2021,Cordia,Khaki,3695004614,#46fde7,Aluminum,China,15.5,49.89,1.3057
6e404c6b-497f-44a2-9d20-29eb84d24a74,4/29/2021,Aspen,Green,6753851186,#82724f,Stone,China,99.0,96.73,1.7475
874e49ab-da54-43ad-b20f-5ac552a2e3eb,4/2/2021,Eurovan,Khaki,0481301321,#91a747,Aluminum,Portugal,42.7,21.41,
99314d6a-5ed2-4288-9590-76ff89253ffe,4/13/2021,Trans Sport,Pink,7474917386,#90241e,Wood,Portugal,44.1,11.98,
ab862ca7-e977-4eaa-8c37-1d6661bfdd2f,4/23/2021,Grand Vitara,Maroon,6103414512,#2674f9,Steel,Portugal,72.2,28.48,1.791
3a919898-079a-404c-b154-3683a3146270,4/5/2021,Malibu,Pink,2466547880,#1ebf7c,Wood,China,36.0,14.21,1.6987
4b48e8f8-e283-44e1-aef1-d05e3d524975,4/8/2021,Savana 3500,Purple,7673334941,#b5e8d1,Vinyl,China,109.3,,1.6926
d9d82429-6dd4-4cf2-a012-3bca0f88c494,4/1/2021,3000GT,Mauv,0853387184,#918174,Glass,China,80.6,86.55,1.578
5436d6ef-1898-4d0e-b49b-36d2278bb50f,4/25/2021,B-Series Plus,Red,3636054023,#3577d1,Wood,United States,72.3,64.34,1.2663
81153656-b643-4446-ba38-7aa50a900409,4/24/2021,Pajero,Red,9448175159,#d2e7da,Vinyl,China,55.8,44.9,1.1873
b1c5487e-cfeb-43fb-9913-eedb0bfe071d,4/29/2021,Mazda2,Turquoise,0973970723,#cf46d0,Brass,China,94.6,99.15,1.19
8ed94eb0-dc03-4955-8357-812597c4b1b6,4/28/2021,S80,Aquamarine,1255203838,#092de5,Steel,China,,98.39,1.4983
9c4959da-986e-42c9-8145-8482b23a9a32,4/16/2021,Tempest,Puce,0168372444,#31b11d,Rubber,China,76.5,82.87,1.1839
7aac43b0-6b2b-4187-86be-c2c11525da04,4/19/2021,Esprit,Blue,0869353659,#96ba56,Stone,China,67.3,10.33,1.0751
2713c348-f794-49d0-b874-7954a8db57ab,4/13/2021,S60,Green,7894795909,#a9644c,Plexiglass,China,59.2,87.79,1.194
09f4529f-5103-4492-8573-dbf2502826b2,4/15/2021,Astra,Purple,3074500719,#e2f3aa,Brass,China,95.4,11.37,
273e8e9e-9558-4af3-889a-1e9ea811403b,4/13/2021,Town Car,Puce,8685377064,#515f97,Stone,China,97.6,88.97,1.5761
c880fd71-a086-4865-8991-cddcd48beb19,4/24/2021,Ram 1500,Maroon,4975234742,#bb0419,Steel,China,54.3,91.81,1.7223
93d8c138-1a47-4e2a-a589-bb5f5b0aae6c,4/11/2021,Malibu,Turquoise,1335454500,#60dfd4,Glass,China,114.0,17.69,1.2979
5fa6853f-c9bc-4c76-a8bf-7e3bcc51e67f,4/29/2021,L300,Puce,3587479178,#a32662,Granite,Portugal,44.9,50.91,1.4886
e907a85e-60c3-46b8-9ac6-c65df9cc8fba,4/26/2021,Escalade EXT,Green,9210398939,#63be0f,Granite,China,33.0,37.19,1.9193
e1a0941e-38a4-4352-ba45-7696b48bd605,4/6/2021,Avalon,Purple,0651000831,#13eea2,Plexiglass,China,12.5,19.76,1.7432
