id,production_date,car_model,car_color,part_id,part_color,part_material,plant_location,temperature,humidity,pressure
0ed8b816-bd77-472e-8a10-13b70116b715,1/12/2021,Silverado 2500,Puce,5188286548,#1573b3,Wood,China,63.6,83.66,1.0767
96db3ba9-f56e-4b81-8bf8-e5e1430e519a,1/9/2021,Escalade EXT,Green,6772141334,#5d314b,Plexiglass,China,107.4,,1.0733
b6055307-730a-4db4-bf8f-6c4ade0084f1,1/29/2021,Ram Wagon B150,Khaki,3824099144,#aba115,Vinyl,China,102.1,,1.7145
30648eeb-5bd9-41b5-a63c-36637033398e,1/7/2021,TrailBlazer,Purple,5357406529,#26465e,Rubber,China,5.8,5.24,1.0565
f08943dd-1dc8-4b4f-b066-789ed2855a53,1/20/2021,Mazdaspeed 3,Khaki,9810884958,#193b71,Plastic,China,108.6,22.15,1.1556
6a15e908-c3d6-4d60-a83d-95190e7b726e,1/26/2021,Elantra,Green,4797611251,#684c39,Stone,Portugal,14.9,1.68,1.9867
1a57b4b1-20d9-43a0-86d4-528f05bd5480,1/6/2021,XJ Series,Red,3185664108,#a1f1c0,Plastic,China,51.2,62.49,1.4662
7684c665-3a52-4523-b4e7-b6a50d0931c8,1/29/2021,Odyssey,Aquamarine,7259113847,#618b5e,Stone,China,90.6,73.42,1.2177
105bf839-412a-4b75-8420-18f018a63763,1/8/2021,Escort,Teal,9875207403,#a5fce9,Glass,Portugal,72.5,3.53,1.1806
76b32ba3-1a9a-4fa5-a935-41952e6a0a68,1/16/2021,rio,Mauv,5451046042,#dfcd64,Plexiglass,China,119.1,69.3,1.778
8fde515d-4904-4ec2-981f-bab923bff236,1/6/2021,Sundance,Crimson,9691406071,#f78f76,Vinyl,China,71.0,57.36,1.0011
8fd89cbe-40cf-4538-a05a-cb67a25ed680,1/26/2021,VUE,Teal,0478052502,#d5d51d,Brass,China,83.4,53.74,1.6883
20846357-e181-4e56-9686-b1ab80c8a9b5,1/10/2021,XC70,Purple,9363473899,#014d1b,Granite,China,74.6,55.39,1.7813
ccb96e7d-f95f-4a46-aac2-da07f6ea0429,1/22/2021,D150 Club,Purple,5979017046,#9f9b35,Glass,Portugal,97.2,47.29,1.0664
0ff011ef-747e-402a-8e7f-6caddf097509,1/17/2021,Rodeo,Orange,7298937510,#6cc5e4,Rubber,China,11.4,85.25,1.3091
eac5988b-0a9b-4b45-8fdb-163eb1b70c21,1/13/2021,RL,Blue,9626274697,#ed32f6,Stone,United States,112.4,71.16,1.5925
50034ab3-ed99-4125-b2ef-07ea7c452b8d,1/1/2021,Element,Pink,0339396210,#bbce55,Granite,China,79.5,8.75,1.0894
b4961bc3-ce1f-4d35-95d0-91f3b0b28ab0,1/25/2021,SL-Class,Puce,0258221747,#2f7341,Steel,China,25.5,41.76,1.2769
de35bc28-4fb2-4096-b151-1686817df271,1/16/2021,F250,Red,3907553020,#821edc,Vinyl,China,25.4,43.98,1.1577
9a586a83-963a-4a93-9912-544606049f28,1/18/2021,M3,Blue,6776568340,#a6dc9f,Wood,China,110.9,99.0,1.2399
872c845a-9997-4ba8-905b-79e1d178a0a1,1/28/2021,Sierra 2500,Yellow,1717982042,#d322d9,Plastic,China,37.2,54.45,1.6005
1a09fbee-135b-487f-9ae8-ed82c4bd85cb,1/8/2021,Sorento,Puce,4555347455,#957ede,Vinyl,China,101.1,33.42,1.348
30b3f65b-f157-427d-b03d-0fc119cbe9ab,1/3/2021,100,Khaki,1762251191,#c1058a,Steel,China,36.4,50.04,1.9523
ea7e7d53-91e9-4599-8cb4-019424356f82,1/30/2021,Freelander,Puce,6998287437,#873f03,Granite,Portugal,115.9,71.34,
439571fe-c8ba-4c77-8539-4b46a9c0d1cd,1/23/2021,XL7,Crimson,1091002517,#4265be,Stone,Portugal,104.0,32.36,1.4993
93a2df5d-882f-4839-9ae4-678fb6c749ba,1/12/2021,Outback,Green,4911996668,#359ecb,Aluminum,United States,44.2,72.43,1.8715
99bf7389-45d1-44a2-8d3b-8eba2612ce5e,1/28/2021,Tacoma Xtra,Puce,0255889127,#a361c4,Steel,China,89.3,35.4,1.5656
d7e8656e-fa9a-4cf4-9721-36d5b645a83d,1/30/2021,Legend,Puce,6169264306,#f6fcd2,Vinyl,Portugal,120.0,96.31,1.569
a3f68955-b4c3-46b3-b0f1-59f1101a7875,1/21/2021,Cruze,Maroon,2502157951,#1ee7a3,Granite,China,117.0,68.7,
607be2fe-d649-47b8-8053-a5971224fc14,1/26/2021,Continental GTC,Puce,1292864184,#1642f2,Plexiglass,Mexico,12.2,24.32,1.136
cb711c25-8fb4-40cf-8d49-7e979717718d,1/6/2021,C-Class,Mauv,6656473938,#a1736d,Vinyl,China,20.4,64.33,1.3069
7f9fc186-0654-41e4-98c9-0d4f3ca31edc,1/21/2021,Roadmaster,Turquoise,1644992981,#ca4e80,Wood,Portugal,66.2,76.21,
0f0d3069-dbc8-4a24-83be-bf4afc5fffb7,1/9/2021,Sequoia,Goldenrod,6618569079,#553aed,Plexiglass,China,14.2,64.13,1.4262
0ce33ad8-e924-4f29-a5de-e58b0fd48e6a,1/29/2021,Corvette,Blue,8092437041,#7cc90e,Brass,China,59.8,6.2,1.2613
0b15e5a8-45cd-4a76-b21a-cd4d63aab92b,1/24/2021,Mustang,Goldenrod,2744277673,#eb0f63,Granite,United States,30.7,33.49,1.4953
5d250609-1412-45d7-b305-efe10dc5d066,1/20/2021,Mountaineer,Purple,1098178564,#5a8389,Steel,China,43.7,37.47,1.5759
480ccf9c-31a2-45d8-93d5-8118679ed33d,1/13/2021,Swift,Goldenrod,4312352798,#cd23f0,Steel,United States,85.7,98.29,1.4677
0cfdb888-61fa-4105-a3fe-01c9896046c8,1/9/2021,Element,Puce,9708353663,#e1bd61,Granite,China,17.0,37.74,1.6703
